hotel_id	dateAdded	dateUpdated	categories	primaryCategories	name	websites	locationId
AVwdatg0ByjofQCxo5S5	2017-04-14T05:04:33Z	2018-04-17T10:15:47Z	Hotels,Hotels and motels,Corporate Lodging,News dealers,Lodging,Hotel	Accommodation & Food Services	Hampton Inn Hampton-Newport News	http://www.hampton.com,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_ORFHAHX_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391andredirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FORFHAHX%2Findex.html%3FWT.	LOC1716
AVwdAvuJIN2L1WUfrSA6	2016-11-05T20:26:21Z	2018-01-18T05:19:40Z	Hotel,Lodging,Hotels,Hotels Motels	Accommodation & Food Services	Best Western Fort Lauderdale Airport/Cruise Port	https://www.bestwestern.com/en_US/book/hotel-rooms.10272.html?iata=00171890&ssob=BLBWI0003G,https://www.bestwestern.com/en_US/book/hotel-rooms.10272.html?iata=00171890andssob=BLBWI0003Gandcid=BLBWI0003G:yext:website:10272,https://www.bestwestern.com/en_US	LOC0711
AVwdAXQMByjofQCxkg93	2016-05-06T07:57:40Z	2018-01-18T07:53:03Z	Lodging,Motels,Hotels,Hotel	Accommodation & Food Services	Americas Best Value Inn	http://www.americasbestvalueinn.com	LOC0823
AVwdAylcIN2L1WUfrSdZ	2016-05-05T12:43:32Z	2018-01-22T05:46:02Z	Hotels and motels,Hotels Motels,Hotels,Motels,Lodging,Hotel	Accommodation & Food Services	Hotel Nichols	http://www.hotelnichols.com	LOC0998
AVwdAzazByjofQCxklVH	2016-06-13T22:02:22Z	2018-03-08T09:29:45Z	Hotel,Hotels,Motels,Corporate Lodging,Hotels Motels	Accommodation & Food Services	Quality Inn & Suites	http://www.qualityinndanbury.com/?mc=llyxyxpx,https://www.choicehotels.com/connecticut/danbury/quality-inn-hotels/ct077?mc=llyxyxpx,https://www.choicehotels.com/connecticut/danbury/quality-inn-hotels/ct077?pmf=yextandmc=llyxyxpx,https://www.choicehotels.c	LOC1681
AVwdAzOmByjofQCxklSy	2016-11-04T23:48:18Z	2018-06-22T18:27:21Z	Hotels,Hotels and motels,Motel,Hotels Motels,Hotel	Accommodation & Food Services	Island Country Inn	http://www.islandcountryinn.com	LOC0239
AVwdb_kt_7pvs4fz55eY	2016-10-31T02:27:49Z	2018-01-28T12:01:18Z	Motel,Hotel,Hotels Motels,Hotels	Accommodation & Food Services	Norfolk Country Inn & Suites	http://www.norfolkcountryinn.com	LOC1771
AVwdb2TPByjofQCxpFwT	2016-04-05T05:00:09Z	2018-01-11T05:11:12Z	Hotel,Lodging,Hotels,Corporate Lodging,Motels	Accommodation & Food Services	Comfort Inn & Suites	https://www.choicehotels.com/virginia/chesapeake/comfort-inn-hotels/va455,https://www.choicehotels.com/virginia/chesapeake/comfort-inn-hotels/va455?pmf=yextandmc=llyxyxpx,https://www.choicehotels.com/virginia/chesapeake/comfort-inn-hotels/va455/rates?sour	LOC0579
AVwdbAUYIN2L1WUfvpoH	2016-07-18T19:23:40Z	2018-01-09T15:30:44Z	Hotels,Motels,Corporate Lodging,Hotels Motels,Hotel	Accommodation & Food Services	Quality Inn Suites Airport	http://www.qualityinn.com/hotel-el_paso-texas-TX606,https://www.choicehotels.com/texas/el-paso/quality-inn-hotels/tx606?pmf=yext&mc=llyxyxpx	LOC0202
AVwdBbMo_7pvs4fz1cH1	2016-03-23T04:05:25Z	2018-01-28T06:24:37Z	Hotels,Lodging,Motels,Corporate Lodging,Hotels and motels,Hotels Motels,Hotel,Hotels & Motels,Hays	Accommodation & Food Services	Econo Lodge	https://www.choicehotels.com/kansas/hays/econo-lodge-hotels/ks058?pmf=yextandmc=llyxyxpx,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PNH1zm8s3Brpxys1zenB1gqaWKBJHqW1zmY4LugXzRMmEr0TxHB6vCBxKI7	LOC0759
AVwdBbw2IN2L1WUfrZjp	2016-06-23T16:47:01Z	2018-01-28T08:40:58Z	Hotels and motels,Hotel and motel reservations,Travel agencies and bureaus,Hotels,Hotel	Accommodation & Food Services	Holiday Inn Express Wilkes-barre/scranton (airport)	http://hiexpress.com/avp-scranton	LOC1447
AVwdbdo_IN2L1WUfvuW5	2016-05-19T13:40:17Z	2018-06-25T09:00:09Z	Hotel & Motel Reservations,Accommodation Reservations,Hotels,Hotel, Conference Room, and Meeting Room,Hotels and motels,Accommodations & Lodging,Motels,Hotel	Accommodation & Food Services	Candlewood Suites Orange County/Irvine East	http://www.ihg.com/candlewood/hotels/us/en/lake-forest/laxpd/hoteldetail?cm_mmc=YextLocal-_-USA-_-LAXPD	LOC0415
AVwdbFoBIN2L1WUfvqbg	2016-10-31T19:31:24Z	2018-01-28T07:11:40Z	Hotels,Lodging,Motels,Hotel	Accommodation & Food Services	Hilton Garden Inn Wichita	http://hiltongardeninn1.hilton.com,http://hiltongardeninn3.hilton.com/en/hotels/kansas/hilton-garden-inn-wichita-ICTWHGI/index.html	LOC1645
AVwdBGY8IN2L1WUfrV71	2016-03-23T04:10:03Z	2018-01-22T05:46:06Z	Hotels and motels,Hotel and motel reservations,Hotels,Lodging,Motels,Corporate Lodging,Hotel	Accommodation & Food Services	Courtyard By Marriott Montvale	http://www.marriott.com/hotels/travel/ewrmv-courtyard-montvale/?pid=CORPYLPandscid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe	LOC1758
AVwdBhC1ByjofQCxktMW	2016-06-20T15:18:57Z	2018-01-28T10:12:44Z	Hotel,Lodging - Hotels & Motels	Accommodation & Food Services	Motel 6	https://www.motel6.com/en/motels.ca.oceanside.679.html	LOC1291
AVwdBHdI_7pvs4fz1Y6B	2016-02-16T03:57:06Z	2018-03-20T15:52:05Z	Hotels,Hotel,Lodging,Corporate Lodging,Motels,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Business Hotels,Budget Hotels	Accommodation & Food Services	Comfort Inn Suites Virginia Beach Oceanfront	https://www.choicehotels.com/virginia/virginia-beach/comfort-inn-hotels/va440,https://www.choicehotels.com/virginia/virginia-beach/comfort-inn-hotels/va440?pmf=yextandmc=llyxyxpx,https://www.choicehotels.com/virginia/virginia-beach/comfort-inn-hotels/va44	LOC1060
AVwdBKXEkufWRAb51cjV	2015-10-23T22:42:47Z	2018-06-22T18:23:35Z	Extended Stay,Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel	Accommodation & Food Services	Red Roof Plus+& Suites Guilford	http://redroof.com	LOC0587
AVwdbL8hkufWRAb55xDQ	2015-11-06T12:13:59Z	2018-03-10T19:09:02Z	Hotel,Meeting Room,Hotels and motels,Hotel and motel reservations,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels,Hotels & Motels	Accommodation & Food Services	Holiday Inn Express & Suites Tacoma Downtown	https://www.ihg.com/holidayinnexpress/hotels/us/en/tacoma/seacs/hoteldetail,http://www.hiexpress.com/redirect?path=hd&brandCode=ex&hotelCode=seacs&_PMID=99606496&cm_mmc=mdpr-_-dexonline-_-ex-_-SEACS&glat=MEDI	LOC1547
AVwdbM6R_7pvs4fz5wdc	2016-01-11T16:06:48Z	2018-09-10T21:01:02Z	Hotels,Travel & Transport,Hotels Motels,Hotels & Motels,Hotel	Accommodation & Food Services	Best Western at OHare	http://book.bestwestern.com/bestwestern/US/FL/Orlando-hotels/BEST-WESTERN-Airport-Inn---Suites/Hotel-Overview.do?propertyCode=10302&sob=YEXTGEN&cm_mmc=BL-_-YEXTGEN-_-GEN-_-LINK	LOC0695
AVwdBMcp_7pvs4fz1Zv4	2016-07-18T19:37:03Z	2018-01-30T05:20:04Z	Hotels and motels,Motels,Lodging,Hotels,Hotels Motels,Hotel	Accommodation & Food Services	Atlas Motel	http://cheyennelittletheatre.org	LOC0291
AVwdBMQSByjofQCxkppl	2016-05-31T19:50:56Z	2018-01-29T05:49:08Z	Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Luxury Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels	Accommodation & Food Services	The Mills House Wyndham Grand Hotel	http://www.millshouse.com	LOC0436
AVwdbNKPIN2L1WUfvrq6	2015-10-20T00:56:24Z	2018-03-08T21:43:39Z	Hotel,Motel,Hotels,Lodging,Motels,Hotels-Apartment,Corporate Lodging,Hotels Motels,Hotel and Motel	Accommodation & Food Services	Extended Stay America Syracuse - Dewitt	http://dms.netmng.com/si/cm/tracking/DGTrackingRedirect.aspx?siclientid=2918andsiredirect=http%3a%2f%2fwww.extendedstayamerica.com%2fproperty%2fExtended-Stay-America-Syracuse-Dewitt-hotel.htmlandsisearchengine=326andsiproduct=Extended+Stay+America+Syracus	LOC1690
AVwdbNSKByjofQCxo-w3	2016-11-05T01:20:37Z	2018-04-17T16:28:18Z	Hotels,Hotel	Accommodation & Food Services	Hotel La Jolla	http://curiocollection3.hilton.com/en/hotels/california/hotel-la-jolla-curio-collection-by-hilton-SANCUQQ/index.html	LOC1301
AVwdbokNkufWRAb552A2	2016-03-31T03:43:47Z	2018-01-28T08:08:47Z	Motels,Hotels,Lodging,Hotels and motels,Hotel	Accommodation & Food Services	Redwood Motel	http://www.redwoodmotelchandler.us	LOC0172
AVwdbPhX_7pvs4fz5w4U	2015-10-24T00:19:41Z	2018-03-19T05:23:47Z	Hotels and motels,Hotel,Hotel Pool,Corporate Lodging,Hotels,Lodging,Hotel and Hotel Pool	Accommodation & Food Services	Hampton Inn & Suites Tulsa South-bixby	http://hamptoninn3.hilton.com/en/hotels/oklahoma/hampton-inn-and-suites-tulsa-south-bixby-TULBYHX/index.html	LOC1552
AVwdBQ7sByjofQCxkqax	2016-05-05T12:32:11Z	2018-01-09T20:16:07Z	Hotels,Lodging,Corporate Lodging,Motels,Hotel	Accommodation & Food Services	Econo Lodge Inn Suites	https://www.choicehotels.com/iowa/bettendorf/econo-lodge-hotels/ia169?pmf=yextandmc=llyxyxpx,https://www.choicehotels.com/iowa/bettendorf/econo-lodge-hotels/ia169/rates?source=yext	LOC0247
AVwdBQMu_7pvs4fz1aWU	2017-01-09T19:37:34Z	2018-01-28T15:22:38Z	Hotels,Lodging,Hotel,Travel & Transport,Hotels & Motels	Accommodation & Food Services	Residence Inn Decatur Forsyth	http://www.marriott.com/hotels/travel/decri-residence-inn-decatur-forsyth/?pid=CORPYLPandscid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe	LOC0329
AVwdbrLrkufWRAb552du	2016-05-08T22:40:57Z	2018-01-09T14:30:36Z	Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Business Hotels,Budget Hotels	Accommodation & Food Services	Ramada Plaza Albany	https://www.wyndhamhotels.com/ramada/albany-new-york/ramada-plaza-albany/overview	LOC0002
AVwdbTmHIN2L1WUfvs0L	2016-03-23T04:05:33Z	2018-01-18T18:44:27Z	Hotel,Hotels Motels,Motels,Lodging	Accommodation & Food Services	The Bunkhouse Inn	http://www.bunkhouseinnmt.com	LOC0786
AVwdBTWVIN2L1WUfrYF3	2016-10-27T02:04:49Z	2018-02-14T16:33:56Z	Hotels and motels,Restaurants,American restaurants,Banquet facilities,Hotel,Hotels	Accommodation & Food Services	Hyatt Place Chantilly Dulles Airport South	http://dullesairportsouth.place.hyatt.com/en/hotel/home.html	LOC1663
AVwdBupYkufWRAb51iUK	2016-10-26T21:12:41Z	2018-01-09T16:03:30Z	Hotels,Motels,Lodging,Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotels & Motels,Hotel	Accommodation & Food Services	Comfort Suites Kings Bay Naval Base Area	http://www.comfortinn.com,https://www.choicehotels.com/georgia/kingsland/comfort-suites-hotels/ga513?pmf=yext&mc=llyxyxpx,https://www.choicehotels.com/georgia/kingsland/comfort-suites-hotels/ga513?source=yext	LOC0619
AVwdBWqF_7pvs4fz1bVz	2016-08-03T21:07:34Z	2018-01-18T18:46:23Z	Hotel,Hotels and motels,Hotels	Accommodation & Food Services	Wyndham Garden San Jose Silicon Valley	http://fourpointssiliconvalley.com	LOC1597
AVwdBxN9_7pvs4fz1fhn	2015-03-03T03:17:17Z	2018-08-27T16:50:37Z	Hotel & Motel Reservations,Resorts,Budget Hotels,Lodging,Accommodations & Lodging,Family-friendly Hotels,Motels,Hotels,Accommodation Reservations,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Hotel,Beach Hotels,Business Hotels	Accommodation & Food Services	Holiday Inn Express San Diego Sea World - Beach Area	https://www.ihg.com/holidayinnexpress/hotels/us/en/san-diego/sanmb/hoteldetail	LOC1338
AVwdC0JZkufWRAb51tvP	2016-03-31T03:49:51Z	2018-01-21T05:36:22Z	Hotels,Hotel,Hotels Motels	Accommodation & Food Services	Ramada Platte City KCI Airport	http://www.ramada.com	LOC1788
AVwdcE1CByjofQCxpIZm	2015-10-28T16:27:22Z	2018-02-02T16:05:58Z	Hotels,Motels,Corporate Lodging,Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel,Family-friendly Hotels,Budget Hotels,Lodging,Business Hotels	Accommodation & Food Services	Quality Inn Suites Canton	https://www.choicehotels.com/texas/canton/quality-inn-hotels/tx876?pmf=yextandmc=llyxyxpx,https://www.choicehotels.com/texas/canton/quality-inn-hotels/tx876?pmf=yext&mc=llyxyxpx	LOC0451
AVwdcED3ByjofQCxpIRU	2016-04-03T12:08:12Z	2018-03-11T21:02:48Z	Hotel,Hotels and motels,Hotels,Motels,Lodging	Accommodation & Food Services	Concord Suites	http://concordsuites.com,http://concordcafe.net,http://www.concordsuites.com	LOC0049
AVwdcEKL_7pvs4fz56WS	2016-12-15T19:38:04Z	2018-01-19T05:45:53Z	Hotel,Motel,Hotels & Motels	Accommodation & Food Services	Residence Inn Nashville Brentwood	http://www.marriott.com/hotels/travel/bnamf-residence-inn-nashville-brentwood/,http://marriott.com/hotels/travel/bnamf-residence-inn-nashville-brentwood/	LOC0278
AVwdCEmLByjofQCxkylh	2016-03-23T04:10:48Z	2018-01-30T06:19:21Z	Hotel,Hotels,Lodging,Event Planning,Corporate Housing,Hotels Motels	Accommodation & Food Services	Best Western Adirondack Inn	http://book.bestwestern.com/bestwestern/US/FL/Orlando-hotels/BEST-WESTERN-Airport-Inn---Suites/Hotel-Overview.do?propertyCode=10302&sob=YEXTGEN&cm_mmc=BL-_-YEXTGEN-_-GEN-_-LINK,https://www.bestwestern.com/en_US/book/hotel-rooms.33139.html?iata=00171890and	LOC0953
AVwdCh5NkufWRAb51qsC	2016-11-06T04:55:22Z	2018-02-02T16:06:25Z	Hotels,Lodging,Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotels & Motels	Accommodation & Food Services	Admiral's Ocean Inn	http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJHbB5EM5H	LOC0245
AVwdCHqpIN2L1WUfrgbL	2015-11-02T15:14:25Z	2018-05-28T16:22:08Z	Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel Downtown East,Hotel	Accommodation & Food Services	Drury Inn Suites St. Louis Convention Center	http://druryhotels.com,http://www.druryhotels.com	LOC1526
AVwdCix9kufWRAb51q2n	2016-05-29T12:17:50Z	2018-01-28T05:24:11Z	Hotels,Lodging,Hotel and Motel Consultants,Hotels and motels,Hotel and motel reservations,Motels,Hotel	Accommodation & Food Services	Element Fargo	http://www.elementfargo.com,http://aloftsunnyvale.com	LOC1841
AVwdcK7I_7pvs4fz57Qv	2016-06-22T19:05:51Z	2018-01-18T06:30:55Z	Hotels,Lodging,Motels,Hotels Motels,Hotel,Hotels & Motels	Accommodation & Food Services	Cobblestone Hotel Suites	http://www.staycobblestone.com	LOC0901
AVwdcln_IN2L1WUfv6fs	2016-11-07T18:17:30Z	2018-01-23T05:32:40Z	Hotel,Government Contractors,Hotels Motels,Family-friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Budget Hotels,Business Hotels,Hotels	Accommodation & Food Services	Red Roof Inn Tallahassee	http://www.redroof.com,http://redroof.com	LOC1032
AVwdco4EIN2L1WUfv7F0	2016-06-06T16:17:01Z	2018-01-26T05:16:49Z	Corporate Lodging,Hotels,Lodging,Motels,Hotel,Hotels Motels	Accommodation & Food Services	Econo Lodge	https://www.choicehotels.com/ohio/holland/econo-lodge-hotels/oh328?pmf=yextandmc=llyxyxpx,https://www.choicehotels.com/ohio/holland/econo-lodge-hotels/oh328/rates?source=yext	LOC1176
AVwdcoHLByjofQCxpODR	2016-06-20T17:32:43Z	2018-04-14T16:00:06Z	Hotel and Resort,Hotels & Motels,Hotel	Accommodation & Food Services	Fairfield Inn & Suites Naples	http://marriott.com/hotels/travel/rswfs-fairfield-inn-and-suites-naples/,http://www.marriott.com/hotels/travel/rswfs-fairfield-inn-and-suites-naples/?pid=CORPYLP,http://www.marriott.com/hotels/travel/rswfs-fairfield-inn-and-suites-naples/	LOC0829
AVwdcoMXIN2L1WUfv6-B	2016-03-23T04:28:40Z	2018-01-28T08:08:26Z	Hotels,Motels,Hotels Motels,Hotel,Lodges,Hotels & Motels	Accommodation & Food Services	Quality Inn	https://www.choicehotels.com/nebraska/ogallala/quality-inn-hotels/ne100?pmf=yextandmc=llyxyxpx,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PNH1zm8s3Brpxys1zenB1gqaWKBJHqW1zmY4LugXzRMmW4a2-dGR7	LOC1773
AVwdcQ_1ByjofQCxpKUm	2016-10-14T02:03:11Z	2018-08-27T17:00:22Z	Hotels and motels,Hotel	Accommodation & Food Services	Hampton Inn and Suites Napa	http://hamptoninn3.hilton.com/en/hotels/california/hampton-inn-and-suites-napa-APCIGHX/index.html,http://www.hamptoninnnapa.com	LOC0739
AVwdCuq8ByjofQCxk5zA	2016-05-20T01:56:34Z	2018-03-12T09:07:33Z	Hotels,Lodging,Hotel,Hotels Motels	Accommodation & Food Services	Best Western Of Walterboro	https://www.bestwestern.com/en_US/book/hotel-rooms.41042.html?iata=00171890andssob=BLBWI0003Gandcid=BLBWI0003G:yext:website:41042,https://www.bestwestern.com/en_US/book/hotel-rooms.41042.html?iata=00171890&ssob=BLBWI0003G,https://www.bestwestern.com/en_US	LOC1062
AVwdC-utByjofQCxk8Zp	2017-02-27T22:17:44Z	2018-02-02T16:49:54Z	Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels	Accommodation & Food Services	Holiday Inn Express & Suites Greenville	https://www.ihg.com/holidayinnexpress/hotels/us/en/greenville/gvtxx/hoteldetail,http://ihg.com/holidayinnexpress/	LOC0512
AVwdcVLrkufWRAb559k2	2016-02-26T13:31:21Z	2018-01-21T05:28:33Z	Hotels and motels,Motels,Hotels,Lodging,Hotels Motels,Hotel	Accommodation & Food Services	Theater Motel	http://www.theatermotel.com	LOC1588
AVwdCx0MkufWRAb51tYf	2016-05-24T05:51:11Z	2018-03-12T09:08:45Z	Lodging,Motels,Hotels and motels,Hotel and motel reservations,Hotels Motels,Budget Hotels,Hotel	Accommodation & Food Services	Super 8 Dubois	http://www.super8.com	LOC0367
AVwdd0UIkufWRAb56L_a	2016-11-06T04:54:55Z	2018-01-18T18:43:41Z	Hotel,Hotels and motels,Resorts,Hotels Motels,Hotels & Motels	Accommodation & Food Services	Lake Pleasant Lodge	http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJFtzGYXKt	LOC1554
AVwdD7o4kufWRAb515wr	2016-06-20T15:46:00Z	2018-01-30T05:52:14Z	Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels,Hotels & Motels	Accommodation & Food Services	Holiday Inn Express & Suites Tupelo	https://www.ihg.com/holidayinnexpress/hotels/us/en/tupelo/tupsd/hoteldetail,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PNH1zm8s3Brpxys1zenB1gqaWKBJHqW1zunpdHd6A8JLu1EGO323XYc0KRUMLEjavOIQBkLM	LOC1563
AVwd-d94IN2L1WUf047o	2016-05-07T23:31:26Z	2018-01-18T18:44:02Z	Hotel,Hotels	Accommodation & Food Services	Milwaukee Airport Inn	http://americasbestvalueinn.com	LOC1093
AVwdDBHkByjofQCxk81L	2016-10-24T00:41:52Z	2018-01-07T05:48:52Z	Hotels and motels,Hotel and motel reservations,Hotels	Accommodation & Food Services	La Quinta Inn Mcallen	http://lq.com/en/findandbook/hotel-details.mcallen.html?cid=YEXT111	LOC1750
AVwddCFckufWRAb56Esb	2016-11-03T15:34:34Z	2018-02-02T16:49:43Z	Hotel,Hotels,Lodging,Corporate Lodging,Hotels-Apartment,Motels,Hotels Motels	Accommodation & Food Services	Extended Stay America - Detroit/Ann Arbor - University South	http://www.extendedstayamerica.com/hotels/mi/detroit/ann-arbor-university-south,http://dms.netmng.com/si/cm/tracking/DGTrackingRedirect.aspx?siclientid=2918andsiredirect=http%3a%2f%2fwww.extendedstayamerica.com%2fproperty%2fExtended-Stay-America-Detroit-A	LOC0345
AVwddCJ5_7pvs4fz6EEg	2016-06-23T16:51:29Z	2018-01-02T15:23:06Z	Hotel,Hotels,Food & Entertainment	Accommodation & Food Services	Candlelight Inn Bed & Breakfast	http://www.candleinn.com	LOC1234
AVwdDDdOkufWRAb51wMB	2016-06-22T19:07:18Z	2018-06-25T08:58:04Z	Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels	Accommodation & Food Services	Golden North Motel	http://www.goldennorthmotel.com	LOC0323
AVwdDE1H_7pvs4fz1tWn	2016-04-02T04:54:05Z	2018-03-07T19:08:46Z	Hotel,Corporate Lodging,Hotels,Lodging,Motels,Resorts,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Business Hotels,Budget Hotels	Accommodation & Food Services	Magnuson Grand Hotel	http://magnusongrandhotelmadison-hub.com,http://www.madisongrandhotel.com	LOC1150
AVwd-DEG_7pvs4fz-3xL	2016-10-29T18:26:00Z	2018-05-07T10:54:12Z	Hotels,Hotel	Accommodation & Food Services	Hyatt Place Atlanta Airport-South	http://atlantaairportsouth.place.hyatt.com/en/hotel/home.html	LOC0349
AVwdDFx5IN2L1WUfrq4i	2016-05-07T23:47:18Z	2018-01-28T14:01:18Z	Motel,Hotels,Lodging,Corporate Lodging,Motels,Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Budget Hotels,Business Hotels	Accommodation & Food Services	Comfort Inn	https://www.choicehotels.com/missouri/poplar-bluff/comfort-inn-hotels/mo637?mc=llyxyxpx,https://www.choicehotels.com/missouri/poplar-bluff/comfort-inn-hotels/mo637?pmf=yextandmc=llyxyxpx	LOC1512
AVwdDhFSkufWRAb511TE	2016-04-03T11:59:54Z	2018-01-28T10:41:12Z	Cottages,Hotel,Hotels	Accommodation & Food Services	Bass Harbor Cottages and Country Inn	http://www.bassharborcottages.com	LOC0017
AVwdDHwjByjofQCxk99T	2016-12-13T04:02:39Z	2018-01-18T06:20:49Z	Hotels,Lodging,Motels,Hotels Motels,Budget Hotels,Hotels & Motels,Hotel	Accommodation & Food Services	Days Inn Jackson	http://www.daysinn.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PNH1zm8s3Brpxys1zenB1gqaWKBJHqW1zkB9CEgUN4MTXSxvnl7biwzAYAaLBsz2JhIWnLfrV8fNGrGIy5k2gMIwXFJqqGHGJ2jxt4M48LXpmQUSLQC_y0SVhUOuS	LOC0768
AVwdDi4c_7pvs4fz1yly	2015-10-21T17:44:00Z	2018-08-27T16:50:49Z	Hotels,Restaurant,Hotels Motels,Accommodations & Lodging,Motels,Hotel	Accommodation & Food Services	Best Western Seven Seas	https://www.bestwestern.com/en_US/book/hotel-rooms.05281.html?iata=00171890&ssob=BLBWI0003G&cid=BLBWI0003G:yext:website:05281,http://www.bw7seas.com,http://book.bestwestern.com/bestwestern/US/CA/San-Diego-hotels/BEST-WESTERN-Seven-Seas/Hotel-Overview.do?i	LOC1809
AVwddiIskufWRAb56JOp	2016-03-23T04:21:08Z	2018-01-30T05:23:49Z	Corporate Lodging,Hotels,Motels,Hotel	Accommodation & Food Services	Quality Inn Troy	http://www.qualityinn.com	LOC1037
AVwddKFFIN2L1WUfwAUo	2016-10-18T03:45:05Z	2018-03-12T09:06:59Z	Hotels,Lodging,Corporate Lodging,Motels,Hotels Motels,Hotels & Motels,Hotel	Accommodation & Food Services	Sleep Inn	https://www.choicehotels.com/south-carolina/orangeburg/sleep-inn-hotels/sc017?pmf=yextandmc=llyxyxpx,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLW7CTsybYTPzwt-A554G14ebHaSzKIJsLljik	LOC0931
AVwddMfdIN2L1WUfwAue	2016-06-22T19:07:21Z	2018-01-01T00:00:43Z	Hotel,Motels,Lodging,Hotels,Hotels and Motels	Accommodation & Food Services	Royal Suite Lodge	http://royalsuitealaska.com	LOC0118
AVwdDngaByjofQCxlDbv	2016-06-22T19:07:16Z	2018-01-28T13:54:36Z	Motels,Lodging,Hotels,Hotels and motels,Hotels Motels,Hotel	Accommodation & Food Services	Tupper Lake Motel	http://www.tupperlakemotel.com	LOC1621
AVwdDOFxByjofQCxk_JC	2016-10-14T01:59:51Z	2018-08-27T16:47:53Z	Hotels and motels,Restaurants,Hotel	Accommodation & Food Services	NOPSI Hotel New Orleans	http://nopsihotel.com/	LOC0916
AVwdDpCFByjofQCxlDvC	2016-10-27T18:09:15Z	2018-05-01T23:06:04Z	Hotels,Apartments,Hotels and motels,Hotel	Accommodation & Food Services	Sonesta ES Suites Flagstaff	http://sonesta.com/flagstaff,http://www.sonesta.com/Flagstaff,https://www.sonesta.com/us/arizona/flagstaff/sonesta-es-suites-flagstaff	LOC0381
AVwddQuQ_7pvs4fz6GMw	2017-02-10T20:48:47Z	2018-05-28T16:24:36Z	Building,Bed Breakfasts,Hotels,Apartment Hotels,Inns,Lodging,Hotels Motels,Hotels-Apartment,Extended Stay Hotels,Bed & Breakfast & Inns,Motels,Hotel	Accommodation & Food Services	Appletree Inn	http://www.appletreeinn.us	LOC1181
